filename,# of formulae,# of cells with formulae,(# of cells with formulae) / (# of formulae)
lisa_gang_000_1_1.pst.287.xls,116,15,0.12931034482758620690
lisa_gang_000_1_1.pst.288.xls,3920,2513,0.64107142857142857143
lisa_gang_000_1_1.pst.289.xls,116,15,0.12931034482758620690
lisa_gang_000_1_1.pst.29.xls,730,169,0.23150684931506849315
lisa_gang_000_1_1.pst.290.xls,454,306,0.67400881057268722467
lisa_gang_000_1_1.pst.291.xls,3920,2513,0.64107142857142857143
lisa_gang_000_1_1.pst.292.xls,116,15,0.12931034482758620690
lisa_gang_000_1_1.pst.293.xls,454,306,0.67400881057268722467
lisa_gang_000_1_1.pst.294.xls,3920,2513,0.64107142857142857143
lisa_gang_000_1_1.pst.295.xls,140,15,0.10714285714285714286
lisa_gang_000_1_1.pst.296.xls,140,15,0.10714285714285714286
lisa_gang_000_1_1.pst.297.xls,116,15,0.12931034482758620690
lisa_gang_000_1_1.pst.298.xls,6143,3688,0.60035813120625101742
lisa_gang_000_1_1.pst.299.xls,503,306,0.60834990059642147117
lisa_gang_000_1_1.pst.3.xls,11262,2184,0.19392647842301545019
lisa_gang_000_1_1.pst.30.xls,2209,514,0.23268447261204164780
lisa_gang_000_1_1.pst.300.xls,6120,3689,0.60277777777777777778
lisa_gang_000_1_1.pst.301.xls,3920,2513,0.64107142857142857143
lisa_gang_000_1_1.pst.302.xls,454,306,0.67400881057268722467
lisa_gang_000_1_1.pst.303.xls,140,15,0.10714285714285714286
lisa_gang_000_1_1.pst.304.xls,454,306,0.67400881057268722467
lisa_gang_000_1_1.pst.305.xls,3920,2513,0.64107142857142857143
lisa_gang_000_1_1.pst.306.xls,454,306,0.67400881057268722467
lisa_gang_000_1_1.pst.308.xls,3920,2513,0.64107142857142857143
lisa_gang_000_1_1.pst.309.xls,641,150,0.23400936037441497660
lisa_gang_000_1_1.pst.31.xls,3238,667,0.20599135268684373070
lisa_gang_000_1_1.pst.310.xls,140,15,0.10714285714285714286
lisa_gang_000_1_1.pst.311.xls,6120,3689,0.60277777777777777778
lisa_gang_000_1_1.pst.312.xls,134,15,0.11194029850746268657
lisa_gang_000_1_1.pst.313.xls,503,306,0.60834990059642147117
lisa_gang_000_1_1.pst.314.xls,6120,3689,0.60277777777777777778
lisa_gang_000_1_1.pst.315.xls,3920,2513,0.64107142857142857143
lisa_gang_000_1_1.pst.316.xls,110,15,0.13636363636363636364
lisa_gang_000_1_1.pst.317.xls,454,306,0.67400881057268722467
lisa_gang_000_1_1.pst.318.xls,454,306,0.67400881057268722467
lisa_gang_000_1_1.pst.319.xls,3920,2513,0.64107142857142857143
lisa_gang_000_1_1.pst.320.xls,454,306,0.67400881057268722467
lisa_gang_000_1_1.pst.321.xls,110,15,0.13636363636363636364
lisa_gang_000_1_1.pst.322.xls,3918,2512,0.64114344053088310362
lisa_gang_000_1_1.pst.323.xls,134,15,0.11194029850746268657
lisa_gang_000_1_1.pst.324.xls,503,306,0.60834990059642147117
lisa_gang_000_1_1.pst.325.xls,6120,3689,0.60277777777777777778
lisa_gang_000_1_1.pst.326.xls,134,15,0.11194029850746268657
lisa_gang_000_1_1.pst.327.xls,110,15,0.13636363636363636364
lisa_gang_000_1_1.pst.328.xls,503,306,0.60834990059642147117
lisa_gang_000_1_1.pst.329.xls,454,306,0.67400881057268722467
lisa_gang_000_1_1.pst.33.xls,3237,667,0.20605498918751930800
lisa_gang_000_1_1.pst.330.xls,6120,3689,0.60277777777777777778
lisa_gang_000_1_1.pst.331.xls,110,15,0.13636363636363636364
lisa_gang_000_1_1.pst.332.xls,3920,2513,0.64107142857142857143
lisa_gang_000_1_1.pst.333.xls,454,306,0.67400881057268722467
lisa_gang_000_1_1.pst.334.xls,3920,2513,0.64107142857142857143
lisa_gang_000_1_1.pst.34.xls,5650,989,0.17504424778761061947
lisa_gang_000_1_1.pst.35.xls,5647,989,0.17513724101292721799
lisa_gang_000_1_1.pst.36.xls,6558,1132,0.17261360170783775541
lisa_gang_000_1_1.pst.37.xls,6558,1132,0.17261360170783775541
lisa_gang_000_1_1.pst.39.xls,7374,1271,0.17236235421752101980
lisa_gang_000_1_1.pst.4.xls,12380,2440,0.19709208400646203554
lisa_gang_000_1_1.pst.40.xls,8342,1418,0.16998321745384799808
lisa_gang_000_1_1.pst.41.xls,9348,1567,0.16762943945228925973
lisa_gang_000_1_1.pst.42.xls,11957,2067,0.17286944885840929999
lisa_gang_000_1_1.pst.43.xls,10814,1837,0.16987238764564453486
lisa_gang_000_1_1.pst.44.xls,11997,2077,0.17312661498708010336
lisa_gang_000_1_1.pst.45.xls,14328,2488,0.17364600781686208822
lisa_gang_000_1_1.pst.46.xls,800,171,0.21375000000000000000
lisa_gang_000_1_1.pst.47.xls,16032,2722,0.16978542914171656687
lisa_gang_000_1_1.pst.48.xls,16918,2841,0.16792765102257950112
lisa_gang_000_1_1.pst.49.xls,842,172,0.20427553444180522565
lisa_gang_000_1_1.pst.5.xls,719,169,0.23504867872044506259
lisa_gang_000_1_1.pst.50.xls,18203,3125,0.17167499862660001099
lisa_gang_000_1_1.pst.51.xls,687,168,0.24454148471615720524
lisa_gang_000_1_1.pst.52.xls,19030,3264,0.17151865475564897530
lisa_gang_000_1_1.pst.53.xls,727,169,0.23246217331499312242
lisa_gang_000_1_1.pst.54.xls,19986,3411,0.17066946862803962774
lisa_gang_000_1_1.pst.55.xls,726,169,0.23278236914600550964
lisa_gang_000_1_1.pst.56.xls,765,170,0.22222222222222222222
lisa_gang_000_1_1.pst.57.xls,22251,3721,0.16722843917127320120
lisa_gang_000_1_1.pst.58.xls,23639,3987,0.16866195693557257075
lisa_gang_000_1_1.pst.59.xls,23639,3987,0.16866195693557257075
lisa_gang_000_1_1.pst.6.xls,12726,2456,0.19299072764419299073
lisa_gang_000_1_1.pst.60.xls,764,170,0.22251308900523560209
lisa_gang_000_1_1.pst.61.xls,725,169,0.23310344827586206897
lisa_gang_000_1_1.pst.62.xls,24642,4136,0.16784351919487054622
lisa_gang_000_1_1.pst.63.xls,769,171,0.22236671001300390117
lisa_gang_000_1_1.pst.64.xls,836,172,0.20574162679425837321
lisa_gang_000_1_1.pst.65.xls,1251,161,0.12869704236610711431
lisa_gang_000_1_1.pst.66.xls,834,172,0.20623501199040767386
lisa_gang_000_1_1.pst.67.xls,2366,316,0.13355874894336432798
lisa_gang_000_1_1.pst.68.xls,2366,316,0.13355874894336432798
lisa_gang_000_1_1.pst.69.xls,830,172,0.20722891566265060241
lisa_gang_000_1_1.pst.7.xls,12955,2569,0.19830181397143959861
lisa_gang_000_1_1.pst.70.xls,835,172,0.20598802395209580838
lisa_gang_000_1_1.pst.71.xls,832,172,0.20673076923076923077
lisa_gang_000_1_1.pst.72.xls,833,172,0.20648259303721488595
lisa_gang_000_1_1.pst.73.xls,831,172,0.20697954271961492178
lisa_gang_000_1_1.pst.74.xls,834,172,0.20623501199040767386
lisa_gang_000_1_1.pst.75.xls,828,172,0.20772946859903381643
lisa_gang_000_1_1.pst.76.xls,831,172,0.20697954271961492178
lisa_gang_000_1_1.pst.77.xls,836,172,0.20574162679425837321
lisa_gang_000_1_1.pst.78.xls,842,172,0.20427553444180522565
lisa_gang_000_1_1.pst.79.xls,830,172,0.20722891566265060241
lisa_gang_000_1_1.pst.8.xls,13572,2700,0.19893899204244031830
lisa_gang_000_1_1.pst.80.xls,834,171,0.20503597122302158273
lisa_gang_000_1_1.pst.81.xls,835,172,0.20598802395209580838
lisa_gang_000_1_1.pst.82.xls,834,172,0.20623501199040767386
lisa_gang_000_1_1.pst.83.xls,833,171,0.20528211284513805522
lisa_gang_000_1_1.pst.84.xls,871,172,0.19747416762342135476
lisa_gang_000_1_1.pst.85.xls,840,171,0.20357142857142857143
lisa_gang_000_1_1.pst.86.xls,834,171,0.20503597122302158273
lisa_gang_000_1_1.pst.87.xls,833,171,0.20528211284513805522
lisa_gang_000_1_1.pst.88.xls,833,171,0.20528211284513805522
lisa_gang_000_1_1.pst.89.xls,838,171,0.20405727923627684964
lisa_gang_000_1_1.pst.9.xls,14186,2831,0.19956294938671930072
lisa_gang_000_1_1.pst.90.xls,831,171,0.20577617328519855596
lisa_gang_000_1_1.pst.91.xls,797,170,0.21329987452948557089
lisa_gang_000_1_1.pst.92.xls,793,170,0.21437578814627994956
lisa_gang_000_1_1.pst.93.xls,799,170,0.21276595744680851064
lisa_gang_000_1_1.pst.94.xls,760,169,0.22236842105263157895
lisa_gang_000_1_1.pst.95.xls,840,171,0.20357142857142857143
lisa_gang_000_1_1.pst.96.xls,798,170,0.21303258145363408521
lisa_gang_000_1_1.pst.97.xls,796,170,0.21356783919597989950
lisa_gang_000_1_1.pst.98.xls,835,171,0.20479041916167664671
lisa_gang_000_1_1.pst.99.xls,835,171,0.20479041916167664671
louise_kitchen_000_1_1_1_1.pst.0.xls,23421,16037,0.68472738140984586482
louise_kitchen_000_1_1_1_1.pst.1.xls,23396,16013,0.68443323645067532912
louise_kitchen_000_1_1_1_1.pst.100.xls,2380,3,0.00126050420168067227
louise_kitchen_000_1_1_1_1.pst.102.xls,1325,5,0.00377358490566037736
louise_kitchen_000_1_1_1_1.pst.103.xls,2333,2,0.00085726532361765967
louise_kitchen_000_1_1_1_1.pst.104.xls,2360,491,0.20805084745762711864
louise_kitchen_000_1_1_1_1.pst.105.xls,2285,2,0.00087527352297592998
louise_kitchen_000_1_1_1_1.pst.106.xls,2305,2,0.00086767895878524946
louise_kitchen_000_1_1_1_1.pst.107.xls,2445,2,0.00081799591002044990
louise_kitchen_000_1_1_1_1.pst.108.xls,1380,5,0.00362318840579710145
louise_kitchen_000_1_1_1_1.pst.109.xls,1390,5,0.00359712230215827338
louise_kitchen_000_1_1_1_1.pst.11.xls,102,0,0E-20
louise_kitchen_000_1_1_1_1.pst.110.xls,1450,5,0.00344827586206896552
louise_kitchen_000_1_1_1_1.pst.111.xls,2160,2,0.00092592592592592593
louise_kitchen_000_1_1_1_1.pst.112.xls,1485,5,0.00336700336700336700
louise_kitchen_000_1_1_1_1.pst.113.xls,2304,2,0.00086805555555555556
louise_kitchen_000_1_1_1_1.pst.114.xls,1510,5,0.00331125827814569536
louise_kitchen_000_1_1_1_1.pst.115.xls,2307,2,0.00086692674469007369
louise_kitchen_000_1_1_1_1.pst.116.xls,1703,51,0.02994715208455666471
louise_kitchen_000_1_1_1_1.pst.118.xls,2437,2,0.00082068116536725482
louise_kitchen_000_1_1_1_1.pst.119.xls,1535,5,0.00325732899022801303
louise_kitchen_000_1_1_1_1.pst.12.xls,112,0,0E-20
louise_kitchen_000_1_1_1_1.pst.120.xls,2509,2,0.00079713033080908729
louise_kitchen_000_1_1_1_1.pst.121.xls,1565,5,0.00319488817891373802
louise_kitchen_000_1_1_1_1.pst.124.xls,2604,2,0.00076804915514592934
louise_kitchen_000_1_1_1_1.pst.125.xls,1580,5,0.00316455696202531646
louise_kitchen_000_1_1_1_1.pst.126.xls,3097,117,0.03777849531804972554
louise_kitchen_000_1_1_1_1.pst.127.xls,1638,7,0.00427350427350427350
louise_kitchen_000_1_1_1_1.pst.128.xls,1668,6,0.00359712230215827338
louise_kitchen_000_1_1_1_1.pst.129.xls,1673,6,0.00358637178720860729
louise_kitchen_000_1_1_1_1.pst.130.xls,349,211,0.60458452722063037249
louise_kitchen_000_1_1_1_1.pst.131.xls,156,65,0.41666666666666666667
louise_kitchen_000_1_1_1_1.pst.132.xls,3893,2299,0.59054713588492165425
louise_kitchen_000_1_1_1_1.pst.133.xls,1548,337,0.21770025839793281654
louise_kitchen_000_1_1_1_1.pst.134.xls,102,0,0E-20
louise_kitchen_000_1_1_1_1.pst.135.xls,171,0,0E-20
louise_kitchen_000_1_1_1_1.pst.137.xls,87,0,0E-20
louise_kitchen_000_1_1_1_1.pst.138.xls,87,0,0E-20
louise_kitchen_000_1_1_1_1.pst.139.xls,87,0,0E-20
louise_kitchen_000_1_1_1_1.pst.141.xls,1391,0,0E-20
louise_kitchen_000_1_1_1_1.pst.142.xls,123,0,0E-20
louise_kitchen_000_1_1_1_1.pst.143.xls,94,0,0E-20
louise_kitchen_000_1_1_1_1.pst.144.xls,193,64,0.33160621761658031088
louise_kitchen_000_1_1_1_1.pst.145.xls,193,0,0E-20
louise_kitchen_000_1_1_1_1.pst.147.xls,1400,0,0E-20
louise_kitchen_000_1_1_1_1.pst.152.xls,142,58,0.40845070422535211268
louise_kitchen_000_1_1_1_1.pst.153.xls,108,0,0E-20
louise_kitchen_000_1_1_1_1.pst.154.xls,112,0,0E-20
louise_kitchen_000_1_1_1_1.pst.155.xls,149,0,0E-20
louise_kitchen_000_1_1_1_1.pst.156.xls,287,4,0.01393728222996515679
louise_kitchen_000_1_1_1_1.pst.157.xls,2646,0,0E-20
louise_kitchen_000_1_1_1_1.pst.158.xls,936,0,0E-20
louise_kitchen_000_1_1_1_1.pst.159.xls,643,150,0.23328149300155520995
louise_kitchen_000_1_1_1_1.pst.162.xls,2714,1470,0.54163596168017686072
louise_kitchen_000_1_1_1_1.pst.163.xls,247,64,0.25910931174089068826
louise_kitchen_000_1_1_1_1.pst.164.xls,94,2,0.02127659574468085106
louise_kitchen_000_1_1_1_1.pst.166.xls,4044,2397,0.59272997032640949555
louise_kitchen_000_1_1_1_1.pst.167.xls,280,36,0.12857142857142857143
louise_kitchen_000_1_1_1_1.pst.168.xls,192,46,0.23958333333333333333
louise_kitchen_000_1_1_1_1.pst.169.xls,188,45,0.23936170212765957447
louise_kitchen_000_1_1_1_1.pst.17.xls,164,7,0.04268292682926829268
louise_kitchen_000_1_1_1_1.pst.170.xls,1469,488,0.33219877467665078285
louise_kitchen_000_1_1_1_1.pst.171.xls,56,4,0.07142857142857142857
louise_kitchen_000_1_1_1_1.pst.172.xls,3033,1248,0.41147378832838773492
louise_kitchen_000_1_1_1_1.pst.173.xls,287,77,0.26829268292682926829
louise_kitchen_000_1_1_1_1.pst.174.xls,287,79,0.27526132404181184669
louise_kitchen_000_1_1_1_1.pst.176.xls,970,0,0E-20
louise_kitchen_000_1_1_1_1.pst.178.xls,2657,0,0E-20
louise_kitchen_000_1_1_1_1.pst.179.xls,942,0,0E-20
louise_kitchen_000_1_1_1_1.pst.18.xls,833,97,0.11644657863145258103
louise_kitchen_000_1_1_1_1.pst.180.xls,970,0,0E-20
louise_kitchen_000_1_1_1_1.pst.181.xls,2657,0,0E-20
louise_kitchen_000_1_1_1_1.pst.182.xls,76,9,0.11842105263157894737
louise_kitchen_000_1_1_1_1.pst.183.xls,934,0,0E-20
louise_kitchen_000_1_1_1_1.pst.184.xls,2656,0,0E-20
louise_kitchen_000_1_1_1_1.pst.185.xls,119,4,0.03361344537815126050
louise_kitchen_000_1_1_1_1.pst.186.xls,122,37,0.30327868852459016393
louise_kitchen_000_1_1_1_1.pst.187.xls,339,0,0E-20
louise_kitchen_000_1_1_1_1.pst.188.xls,290,0,0E-20
louise_kitchen_000_1_1_1_1.pst.189.xls,297,0,0E-20
louise_kitchen_000_1_1_1_1.pst.19.xls,210,57,0.27142857142857142857
louise_kitchen_000_1_1_1_1.pst.190.xls,296,0,0E-20
louise_kitchen_000_1_1_1_1.pst.191.xls,300,0,0E-20
louise_kitchen_000_1_1_1_1.pst.192.xls,22,0,0E-20
louise_kitchen_000_1_1_1_1.pst.193.xls,295,0,0E-20
louise_kitchen_000_1_1_1_1.pst.194.xls,303,0,0E-20
louise_kitchen_000_1_1_1_1.pst.195.xls,23,4,0.17391304347826086957
louise_kitchen_000_1_1_1_1.pst.196.xls,353,0,0E-20
louise_kitchen_000_1_1_1_1.pst.197.xls,38,0,0E-20
louise_kitchen_000_1_1_1_1.pst.198.xls,39,0,0E-20
louise_kitchen_000_1_1_1_1.pst.2.xls,228,2,0.00877192982456140351
louise_kitchen_000_1_1_1_1.pst.20.xls,3669,2920,0.79585718179340419733
louise_kitchen_000_1_1_1_1.pst.201.xls,126,0,0E-20
louise_kitchen_000_1_1_1_1.pst.202.xls,7,2,0.28571428571428571429
louise_kitchen_000_1_1_1_1.pst.203.xls,52,11,0.21153846153846153846
louise_kitchen_000_1_1_1_1.pst.204.xls,93,0,0E-20
louise_kitchen_000_1_1_1_1.pst.205.xls,836,363,0.43421052631578947368
louise_kitchen_000_1_1_1_1.pst.206.xls,534,129,0.24157303370786516854
louise_kitchen_000_1_1_1_1.pst.207.xls,214,0,0E-20
louise_kitchen_000_1_1_1_1.pst.21.xls,36316,81,0.00223042185262694129
louise_kitchen_000_1_1_1_1.pst.211.xls,6172,2,0.00032404406999351912
louise_kitchen_000_1_1_1_1.pst.212.xls,20588,9746,0.47338255294346221100
louise_kitchen_000_1_1_1_1.pst.216.xls,1486,0,0E-20
louise_kitchen_000_1_1_1_1.pst.22.xls,1640,1176,0.71707317073170731707
louise_kitchen_000_1_1_1_1.pst.220.xls,3481,0,0E-20
louise_kitchen_000_1_1_1_1.pst.221.xls,1489,0,0E-20
louise_kitchen_000_1_1_1_1.pst.222.xls,47,0,0E-20
louise_kitchen_000_1_1_1_1.pst.223.xls,219,24,0.10958904109589041096
louise_kitchen_000_1_1_1_1.pst.224.xls,166,0,0E-20
louise_kitchen_000_1_1_1_1.pst.225.xls,214,0,0E-20
louise_kitchen_000_1_1_1_1.pst.226.xls,3312,134,0.04045893719806763285
louise_kitchen_000_1_1_1_1.pst.227.xls,3519,134,0.03807899971582836033
louise_kitchen_000_1_1_1_1.pst.228.xls,116,13,0.11206896551724137931
louise_kitchen_000_1_1_1_1.pst.229.xls,3726,134,0.03596349973161567364
louise_kitchen_000_1_1_1_1.pst.23.xls,250,119,0.47600000000000000000
louise_kitchen_000_1_1_1_1.pst.230.xls,3933,134,0.03407068395626748029
louise_kitchen_000_1_1_1_1.pst.231.xls,414,134,0.32367149758454106280
louise_kitchen_000_1_1_1_1.pst.232.xls,621,134,0.21578099838969404187
louise_kitchen_000_1_1_1_1.pst.233.xls,9352,1933,0.20669375534644995723
louise_kitchen_000_1_1_1_1.pst.234.xls,4487,1174,0.26164475150434588812
louise_kitchen_000_1_1_1_1.pst.235.xls,198584,126,0.00063449220481005519
louise_kitchen_000_1_1_1_1.pst.236.xls,333,254,0.76276276276276276276
louise_kitchen_000_1_1_1_1.pst.237.xls,22186,15102,0.68069954025060849184
louise_kitchen_000_1_1_1_1.pst.238.xls,23604,16136,0.68361294695814268768
louise_kitchen_000_1_1_1_1.pst.239.xls,162,1,0.00617283950617283951
louise_kitchen_000_1_1_1_1.pst.24.xls,12780,74,0.00579029733959311424
louise_kitchen_000_1_1_1_1.pst.242.xls,23553,15998,0.67923406784698339914
louise_kitchen_000_1_1_1_1.pst.243.xls,242,8,0.03305785123966942149
louise_kitchen_000_1_1_1_1.pst.244.xls,23414,16037,0.68493209191082258478
louise_kitchen_000_1_1_1_1.pst.245.xls,23414,16037,0.68493209191082258478
louise_kitchen_000_1_1_1_1.pst.246.xls,23381,16012,0.68482956246524956161
louise_kitchen_000_1_1_1_1.pst.247.xls,23381,16012,0.68482956246524956161
louise_kitchen_000_1_1_1_1.pst.248.xls,544,1,0.00183823529411764706
louise_kitchen_000_1_1_1_1.pst.249.xls,23452,16034,0.68369435442606174313
louise_kitchen_000_1_1_1_1.pst.25.xls,60,0,0E-20
louise_kitchen_000_1_1_1_1.pst.252.xls,23382,16012,0.68480027371482336840
louise_kitchen_000_1_1_1_1.pst.254.xls,23393,16030,0.68524772367802334032
louise_kitchen_000_1_1_1_1.pst.255.xls,23397,16030,0.68513057229559345215
louise_kitchen_000_1_1_1_1.pst.256.xls,32,14,0.43750000000000000000
louise_kitchen_000_1_1_1_1.pst.257.xls,23403,16030,0.68495492030936204760
louise_kitchen_000_1_1_1_1.pst.258.xls,23273,15901,0.68323808705366733984
louise_kitchen_000_1_1_1_1.pst.259.xls,23252,15880,0.68295200412867710304
louise_kitchen_000_1_1_1_1.pst.263.xls,5520,3768,0.68260869565217391304
louise_kitchen_000_1_1_1_1.pst.265.xls,236,0,0E-20
louise_kitchen_000_1_1_1_1.pst.268.xls,36,0,0E-20
louise_kitchen_000_1_1_1_1.pst.269.xls,875,0,0E-20
louise_kitchen_000_1_1_1_1.pst.270.xls,4299,1,0.00023261223540358223
louise_kitchen_000_1_1_1_1.pst.272.xls,55,0,0E-20
louise_kitchen_000_1_1_1_1.pst.273.xls,3466,1,0.00028851702250432776
louise_kitchen_000_1_1_1_1.pst.274.xls,202,0,0E-20
louise_kitchen_000_1_1_1_1.pst.275.xls,671,0,0E-20
louise_kitchen_000_1_1_1_1.pst.276.xls,215,10,0.04651162790697674419
louise_kitchen_000_1_1_1_1.pst.277.xls,6172,2,0.00032404406999351912
louise_kitchen_000_1_1_1_1.pst.279.xls,257,11,0.04280155642023346304
louise_kitchen_000_1_1_1_1.pst.280.xls,1154,522,0.45233968804159445407
louise_kitchen_000_1_1_1_1.pst.281.xls,444,0,0E-20
louise_kitchen_000_1_1_1_1.pst.286.xls,98,0,0E-20
louise_kitchen_000_1_1_1_1.pst.29.xls,227,0,0E-20
louise_kitchen_000_1_1_1_1.pst.290.xls,12808,2418,0.18878825733916302311
louise_kitchen_000_1_1_1_1.pst.291.xls,188,0,0E-20
louise_kitchen_000_1_1_1_1.pst.296.xls,7662,2222,0.29000261028452101279
louise_kitchen_000_1_1_1_1.pst.297.xls,7542,2044,0.27101564571731636171
louise_kitchen_000_1_1_1_1.pst.298.xls,4497,1174,0.26106293084278407827
louise_kitchen_000_1_1_1_1.pst.299.xls,118,0,0E-20
louise_kitchen_000_1_1_1_1.pst.30.xls,176,0,0E-20
louise_kitchen_000_1_1_1_1.pst.308.xls,1145,0,0E-20
louise_kitchen_000_1_1_1_1.pst.309.xls,577,0,0E-20
louise_kitchen_000_1_1_1_1.pst.31.xls,26321,1931,0.07336347403214163596
louise_kitchen_000_1_1_1_1.pst.311.xls,185,0,0E-20
louise_kitchen_000_1_1_1_1.pst.313.xls,560,0,0E-20
louise_kitchen_000_1_1_1_1.pst.315.xls,1851,0,0E-20
louise_kitchen_000_1_1_1_1.pst.316.xls,6172,2,0.00032404406999351912
louise_kitchen_000_1_1_1_1.pst.317.xls,75,0,0E-20
louise_kitchen_000_1_1_1_1.pst.318.xls,92,0,0E-20
louise_kitchen_000_1_1_1_1.pst.319.xls,116,13,0.11206896551724137931
louise_kitchen_000_1_1_1_1.pst.32.xls,7140,628,0.08795518207282913165
louise_kitchen_000_1_1_1_1.pst.320.xls,3333,661,0.19831983198319831983
louise_kitchen_000_1_1_1_1.pst.321.xls,207,0,0E-20
louise_kitchen_000_1_1_1_1.pst.322.xls,179,21,0.11731843575418994413
louise_kitchen_000_1_1_1_1.pst.323.xls,296,0,0E-20
louise_kitchen_000_1_1_1_1.pst.324.xls,3205,1049,0.32730109204368174727
louise_kitchen_000_1_1_1_1.pst.325.xls,3422,14,0.00409117475160724722
louise_kitchen_000_1_1_1_1.pst.326.xls,18563,7114,0.38323546840489145074
louise_kitchen_000_1_1_1_1.pst.327.xls,5021,0,0E-20
louise_kitchen_000_1_1_1_1.pst.33.xls,3222,2356,0.73122284295468653011
louise_kitchen_000_1_1_1_1.pst.331.xls,7847,0,0E-20
louise_kitchen_000_1_1_1_1.pst.332.xls,200,33,0.16500000000000000000
louise_kitchen_000_1_1_1_1.pst.333.xls,43,0,0E-20
louise_kitchen_000_1_1_1_1.pst.334.xls,5852,0,0E-20
louise_kitchen_000_1_1_1_1.pst.336.xls,206,0,0E-20
louise_kitchen_000_1_1_1_1.pst.338.xls,339,0,0E-20
louise_kitchen_000_1_1_1_1.pst.339.xls,4969,832,0.16743811632119138660
louise_kitchen_000_1_1_1_1.pst.34.xls,1738,617,0.35500575373993095512
louise_kitchen_000_1_1_1_1.pst.340.xls,494,1,0.00202429149797570850
louise_kitchen_000_1_1_1_1.pst.341.xls,559,0,0E-20
louise_kitchen_000_1_1_1_1.pst.342.xls,577,9,0.01559792027729636049
louise_kitchen_000_1_1_1_1.pst.343.xls,555,8,0.01441441441441441441
louise_kitchen_000_1_1_1_1.pst.344.xls,468,8,0.01709401709401709402
louise_kitchen_000_1_1_1_1.pst.345.xls,525,0,0E-20
louise_kitchen_000_1_1_1_1.pst.346.xls,513,1,0.00194931773879142300
louise_kitchen_000_1_1_1_1.pst.347.xls,330,163,0.49393939393939393939
louise_kitchen_000_1_1_1_1.pst.348.xls,92,35,0.38043478260869565217
louise_kitchen_000_1_1_1_1.pst.349.xls,599,0,0E-20
louise_kitchen_000_1_1_1_1.pst.35.xls,3233,0,0E-20
louise_kitchen_000_1_1_1_1.pst.350.xls,627,0,0E-20
louise_kitchen_000_1_1_1_1.pst.351.xls,611,0,0E-20
louise_kitchen_000_1_1_1_1.pst.352.xls,2647,0,0E-20
louise_kitchen_000_1_1_1_1.pst.353.xls,844,0,0E-20
louise_kitchen_000_1_1_1_1.pst.355.xls,691,0,0E-20
louise_kitchen_000_1_1_1_1.pst.36.xls,190,7,0.03684210526315789474
louise_kitchen_000_1_1_1_1.pst.37.xls,143,11,0.07692307692307692308
louise_kitchen_000_1_1_1_1.pst.38.xls,825,21,0.02545454545454545455
louise_kitchen_000_1_1_1_1.pst.39.xls,156,0,0E-20
louise_kitchen_000_1_1_1_1.pst.42.xls,114,36,0.31578947368421052632
louise_kitchen_000_1_1_1_1.pst.43.xls,2160,447,0.20694444444444444444
louise_kitchen_000_1_1_1_1.pst.44.xls,1693,407,0.24040165386887182516
louise_kitchen_000_1_1_1_1.pst.47.xls,64,0,0E-20
louise_kitchen_000_1_1_1_1.pst.48.xls,158,0,0E-20
louise_kitchen_000_1_1_1_1.pst.49.xls,70,0,0E-20
louise_kitchen_000_1_1_1_1.pst.50.xls,304,0,0E-20
louise_kitchen_000_1_1_1_1.pst.51.xls,121,4,0.03305785123966942149
louise_kitchen_000_1_1_1_1.pst.59.xls,140,0,0E-20
louise_kitchen_000_1_1_1_1.pst.60.xls,196,45,0.22959183673469387755
louise_kitchen_000_1_1_1_1.pst.61.xls,56,0,0E-20
louise_kitchen_000_1_1_1_1.pst.64.xls,43,4,0.09302325581395348837
louise_kitchen_000_1_1_1_1.pst.65.xls,26,0,0E-20
louise_kitchen_000_1_1_1_1.pst.68.xls,290,0,0E-20
louise_kitchen_000_1_1_1_1.pst.70.xls,310,0,0E-20
louise_kitchen_000_1_1_1_1.pst.73.xls,649,223,0.34360554699537750385
louise_kitchen_000_1_1_1_1.pst.74.xls,244,0,0E-20
louise_kitchen_000_1_1_1_1.pst.75.xls,244,0,0E-20
louise_kitchen_000_1_1_1_1.pst.77.xls,2072,0,0E-20
louise_kitchen_000_1_1_1_1.pst.78.xls,152,0,0E-20
louise_kitchen_000_1_1_1_1.pst.79.xls,1064,0,0E-20
louise_kitchen_000_1_1_1_1.pst.82.xls,163,0,0E-20
louise_kitchen_000_1_1_1_1.pst.83.xls,177,0,0E-20
louise_kitchen_000_1_1_1_1.pst.84.xls,219,148,0.67579908675799086758
louise_kitchen_000_1_1_1_1.pst.85.xls,66,3,0.04545454545454545455
louise_kitchen_000_1_1_1_1.pst.88.xls,277,2,0.00722021660649819495
louise_kitchen_000_1_1_1_1.pst.89.xls,352,0,0E-20
louise_kitchen_000_1_1_1_1.pst.90.xls,109,16,0.14678899082568807339
louise_kitchen_000_1_1_1_1.pst.91.xls,110,17,0.15454545454545454545
louise_kitchen_000_1_1_1_1.pst.92.xls,64,7,0.10937500000000000000
louise_kitchen_000_1_1_1_1.pst.93.xls,1508,829,0.54973474801061007958
louise_kitchen_000_1_1_1_1.pst.96.xls,2316,2,0.00086355785837651123
louise_kitchen_000_1_1_1_1.pst.97.xls,1144,3,0.00262237762237762238
louise_kitchen_000_1_1_1_1.pst.98.xls,2228,2,0.00089766606822262118
louise_kitchen_000_1_1_1_1.pst.99.xls,1250,4,0.00320000000000000000
